UG_COD,UG_COD_DESC,UF,REGIAO,FONTE_REGIONALIZACAO
170157,170157 - DELEGACIA DA RFB EM CASCAVEL,PR,SUL,LLM
170158,170158 - DELEGACIA DA RFB EM CURITIBA,PR,Sul,LLM
170159,170159 - DELEGACIA DA RFB EM LONDRINA,PR,Sul,LLM
170160,170160 - DELEGACIA DA RFB EM PONTA GROSSA,PR,Sul,LLM
170161,170161 - DELEGACIA DA RFB EM MARINGA,PR,Sul,LLM
170162,170162 - DELEGACIA DA RFB EM FOZ DO IGUACU,PR,Sul,LLM
170163,170163 - ALFANDEGA DA RFB PORTO DE PARANAGUA,PR,Sul,LLM
170164,170164 - SUPERINTENDÊNCIA DO PATRIMÔNIO DA UNIÃO/PR,PR,Sul,LLM
170166,170166 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/SC,SC,Sul,LLM
170168,170168 - ALFANDEGA DA RFB PORTO DE SANTOS,SP,Sudeste,LLM
170169,170169 - DELEGACIA DA RFB EM FLORIANOPOLIS,SC,Sul,LLM
170170,170170 - DELEGACIA DA RFB EM JOACABA,SC,Sul,LLM
170171,170171 - DELEGACIA DA RFB EM JOINVILLE,SC,Sul,LLM
170172,170172 - ALFANDEGA DA RFB PORTO DE ITAJAI,SC,Sul,LLM
170175,170175 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RS,RS,Sul,LLM
170176,170176 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/RS,RS,Sul,LLM
170177,170177 - SUPERINTENDENCIA REGIONAL DA RFB NA 10A RF,DF,Centro-Oeste,LLM
170178,170178 - DELEGACIA DA RFB EM CAXIAS DO SUL,RS,Sul,LLM
170179,170179 - DELEGACIA DA RFB EM PASSO FUNDO,RS,Sul,LLM
170180,170180 - DELEGACIA DA RFB EM PELOTAS,RS,Sul,LLM
170181,170181 - DELEGACIA DA RFB EM PORTO ALEGRE,RS,Sul,LLM
170182,170182 - ALFANDEGA DA RFB PORTO DE RIO GRANDE,RS,Sul,LLM
170183,170183 - DELEGACIA DA RFB EM SANTA MARIA,RS,Sul,LLM
170184,170184 - DELEGACIA DA RFB EM NOVO HAMBURGO,RS,Sul,LLM
170185,170185 - DELEGACIA DA RFB EM SANTO ANGELO,RS,Sul,LLM
170186,170186 - DELEGACIA DA RFB EM URUGUAIANA,RS,Sul,LLM
170187,170187 - INSPETORIA DA RFB EM SANTANA DO LIVRAMENTO,RS,Sul,LLM
170190,170190 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/MT,MT,Centro-Oeste,LLM
170191,170191 - SECRETARIA DE ASSUNTOS INTERNACIONAIS,TO,Norte,LLM
170192,170192 - DELEGACIA DA RFB EM CUIABA,MT,Centro-Oeste,LLM
170195,170195 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/GO,GO,Centro-Oeste,LLM
170198,170198 - DELEGACIA DA RFB EM GOIANIA,GO,Centro-Oeste,LLM
170201,170201 - DELEGACIA DA RFB EM PORTO VELHO,RO,Norte,LLM
170205,170205 - DELEGACIA DA RFB EM RIO BRANCO,AC,Norte,LLM
170207,170207 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AM,AM,Norte,LLM
170209,170209 - DELEGACIA DA RFB EM MANAUS,AM,Norte,LLM
170210,170210 - ALFANDEGA DA RFB PORTO DE MANAUS,AM,Norte,LLM
170213,170213 - DELEGACIA DA RFB EM BOA VISTA,RR,Norte,LLM
170214,170214 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PA,PA,Norte,LLM
170216,170216 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/PA,PA,Norte,LLM
170217,170217 - SUPERINTENDENCIA REGIONAL DA RFB NA 2A RF,SP,Sudeste,LLM
170218,170218 - DELEGACIA DA RFB EM BELEM,PA,Norte,LLM
170219,170219 - DELEGACIA DA RFB EM SANTAREM,PA,Norte,LLM
170225,170225 - ALFANDEGA DO PORTO DE SÃO LUIS/MA,MA,Norte,LLM
170226,170226 - ALFANDEGA DA RFB PORTO DE SALVADOR,BA,Nordeste,LLM
170227,170227 - INSPETORIA DA RFB EM BELO HORIZONTE,MG,Sudeste,LLM
170247,170247 - INSPETORIA DA RFB EM MUNDO NOVO,MS,Centro-Oeste,LLM
170248,170248 - DELEGACIA DA RFB EM CONTAGEM,MG,Sudeste,LLM
170250,170250 - SECRETARIA DE POLITICA ECONOMICA,DF,Centro-Oeste,LLM
170257,170257 - DELEGACIA DA RFB NO RJ I,RJ,Sudeste,LLM
170258,170258 - INSPETORIA DA RFB NO RIO DE JANEIRO,RJ,Sudeste,LLM
170259,170259 - INSPETORIA DA RFB EM SÃO PAULO,SP,Sudeste,LLM
170261,170261 - DELEGACIA DA RFB EM S.BERNARDO DO CAMPO,SP,Sudeste,LLM
170262,170262 - DELEGACIA DA RFB EM S.JOSE DOS CAMPOS,SP,Sudeste,LLM
170263,170263 - DELEGACIA DA RFB EM SANTA CRUZ DO SUL,RS,Sul,LLM
170269,170269 - INSPETORIA DA RFB EM PORTO ALEGRE,RS,Sul,LLM
170270,170270 - INSPETORIA DA RFB EM CHUI,RS,Sul,LLM
170271,170271 - DELEGACIA DA RFB EM PALMAS,TO,Norte,LLM
170279,170279 - CORREGEDORIA-GERAL DA RFB,DF,Centro-Oeste,LLM
170287,170287 - DELEGACIA DA RFB EM MARILIA,SP,Sudeste,LLM
170289,170289 - DELEGACIA DA RFB JULGAMENTO EM BRASILIA,DF,Centro-Oeste,LLM
170290,170290 - DELEGACIA DA RFB JULGAMENTO EM CAMPO GRANDE,MS,Centro-Oeste,LLM
170291,170291 - DELEGACIA DA RFB JULGAMENTO EM BELEM,PA,Norte,LLM
170293,170293 - DELEGACIA DA RFB JULGAMENTO EM FORTALEZA,CE,Nordeste,LLM
170294,170294 - DELEGACIA DA RFB JULGAMENTO EM RECIFE,PE,Nordeste,LLM
170295,170295 - DELEGACIA DA RFB JULGAMENTO EM SALVADOR,BA,Nordeste,LLM
170296,170296 - DELEGACIA DA RFB JULGAMENTO EM BELO HORIZONTE,MG,Sudeste,LLM
170297,170297 - DELEGACIA DA RFB JULGAMENTO EM JUIZ DE FORA,MG,Sudeste,LLM
170298,170298 - DELEGACIA DA RFB JULGAMENTO RIO DE JANEIRO-I,RJ,Sudeste,LLM
170299,170299 - DELEGACIA DA RFB JULGAMENTO EM SAO PAULO-I,SP,Sudeste,LLM
170301,170301 - DELEGACIA DA RFB JULGAMENTO EM CAMPINAS,SP,Sudeste,LLM
170302,170302 - DELEGACIA DA RFB JULGAMENTO EM CURITIBA,PR,Sul,LLM
170304,170304 - DELEGACIA DA RFB JULGAMENTO EM FLORIANOPOLIS,SC,Sul,LLM
170305,170305 - DELEGACIA DA RFB JULGAMENTO EM PORTO ALEGRE,RS,Sul,LLM
170307,170307 - DELEGACIA DA RFB JULGAMENTO EM RIBERAO PRETO,SP,Sudeste,LLM
170309,170309 - UCP/SE/MF - PNAFM 1ª FASE,SE,Nordeste,LLM
170312,170312 - DELEGACIA ESPEC.RFB DE ADMIN. TRIBUTÁRIA/SP,SP,Sudeste,LLM
170313,170313 - DELEGACIA DA RFB ESP.INST.FINANCEIRAS EM SP,SP,Sudeste,LLM
170314,170314 - DELEGACIA DA RFB EM BLUMENAU,SC,Sul,LLM
170315,170315 - DELEGACIA DA RFB EM LAGES,SC,Sul,LLM
170316,170316 - DELEGACIA ESPECIAL MAIORES CONTRIBUINTES RJ,RJ,Sudeste,LLM
170317,170317 - ALFANDEGA DA RFB PORTO DE ITAGUAI,RJ,Sudeste,LLM
170318,170318 - DELEGACIA DA RFB EM JUNDIAI,SP,Sudeste,LLM
170320,170320 - DELEGACIA ESPECIAL MAIORES CONTRIBUINTES SP,SP,Sudeste,LLM
170321,170321 - DELEGACIA DA RFB EM PIRACICABA,SP,Sudeste,LLM
170322,170322 - DELEGACIA DA RFB EM ARARAQUARA,SP,Sudeste,LLM
170323,170323 - DELEGACIA DA RFB EM FRANCA,SP,Sudeste,LLM
170324,170324 - DELEGACIA DA RFB EM CORONEL FABRICIANO,MG,Sudeste,LLM
170325,170325 - DELEGACIA DA RFB EM POCOS DE CALDAS,MG,Sudeste,LLM
170326,170326 - DELEGACIA DA RFB EM CAMACARI,BA,Nordeste,LLM
170327,170327 - DELEGACIA DA RFB EM ITABUNA,BA,Nordeste,LLM
170328,170328 - DELEGACIA DA RFB EM SETE LAGOAS,MG,Sudeste,LLM
170330,170330 - DELEGACIA DA RFB EM SOBRAL,CE,Nordeste,LLM
170332,170332 - DELEGACIA DA RFB EM JI-PARANA,RO,Norte,LLM
170333,170333 - ALFANDEGA DA RFB AEROP.INTERNAC.EDUARDO GOMES,AM,Norte,LLM
170334,170334 - DELEGACIA DA RFB EM MARABA,PA,Norte,LLM
170335,170335 - DELEGACIA DA RFB EM MOSSORO,RN,Nordeste,LLM
170337,170337 - DELEGACIA DA RFB EM FLORIANO,PI,Norte/Nordeste,LLM
170338,170338 - DELEGACIA DA RFB EM CAMPINA GRANDE,PB,Nordeste,LLM
170339,170339 - COORDENACAO-GERAL DE PESQ.INVESTIGACAO DA RFB,DF,Centro-Oeste,LLM
170342,170342 - INSPETORIA DA RFB EM FLORIANOPOLIS,SC,Sul,LLM
170343,170343 - INSPETORIA DA RFB EM CURITIBA,PR,Sul,LLM
170344,170344 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AC,AC,Norte,LLM
170345,170345 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AP,AP,Norte,LLM
170346,170346 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RO,RO,Norte,LLM
170347,170347 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/RR,RR,Norte,LLM
170356,170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES,RJ,Sudeste,LLM
170381,170381 - FUNDO DE COMPENSACAO E VARIACAO SALARIAL,TO,Norte,LLM
170382,170382 - ALFANDEGA DA RFB AEROP.INTERNAC.DE SALVADOR,BA,Nordeste,LLM
170383,170383 - DELEGACIA DA RFB NO RIO DE JANEIRO II,RJ,Sudeste,LLM
170385,170385 - DELEGACIA DA RFB DE FISCALIZAÇÃO EM SÃO PAULO,SP,Sudeste,LLM
170386,170386 - DELEGACIA DA RFB EM MACAE,RJ,Sudeste,LLM
170387,170387 - ALFANDEGA DA RFB AEROP.INTERNAC.PINTO MARTINS,CE,Nordeste,LLM
170388,170388 - DELEGACIA DA RFB EM DOURADOS,MS,Centro-Oeste,LLM
170389,170389 - ALFANDEGA DA RFB PORTO DE SÃO FRANC.DO SUL,SC,Sul,LLM
170392,170392 - FUNDO CONSTITUCIONAL DO DISTRITO FEDERAL,DF,Centro-Oeste,LLM
170393,170393 - FCDF SSP   POLICIA MILITAR DO DF,DF,Centro-Oeste,LLM
170394,170394 - FCDF SSP CORPO BOMBEIRO MILITAR DO DF,DF,Centro-Oeste,LLM
170395,170395 - FCDF SSP   POLICIA CIVIL DO DF,DF,Centro-Oeste,LLM
170397,170397 - FCDF - SECRETARIA DE SAUDE,DF,Centro-Oeste,LLM
170399,170399 - FCDF - SECRETARIA DE EDUCACAO,DF,Centro-Oeste,LLM
170474,170474 - FUNDO SOBERANO DO BRASIL,DF,Centro-Oeste,LLM
170479,170479 - CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS,TO,Norte,LLM
170484,170484 - FCDF-PMDF-DEPARTAMENTO DE GESTÃO DE PESSOAL,DF,Centro-Oeste,LLM
170485,170485 - DEPARTAMENTO DE SAÚDE E ASSIST. DE PESSOAL,TO,Norte,LLM
170494,170494 - DELEG. ESPECIAL RFB DE MAIORES CONTRIBUINTES,TO,Norte,LLM
170495,170495 - FCDF - CBMDF - ASSISTENCIA MEDICA,DF,Centro-Oeste,LLM
170498,170498 - UCP/SE/MF - PNAFM 2ª FASE,SE,Nordeste,LLM
170502,170502 - SECRETARIA DO TESOURO NACIONAL/COFIN/STN,DF,Centro-Oeste,LLM
170510,170510 - COORD.-GERAL DE PARTICIPAÇÕES SOCIETÁRIAS,DF,Centro-Oeste,LLM
170512,170512 - COORDENACAO GERAL DE HAVERES FINANCEIROS,TO,Norte,LLM
170516,170516 - DELEGACIA DA RFB EM ANAPOLIS,GO,Centro-Oeste,LLM
170520,170520 - ALFANDEGA DA RFB AEROP.INTERNAC. DE BELEM,PA,Norte,LLM
170526,170526 - COFIS - PROJETO BIRD 76600,TO,Norte,LLM
170531,170531 - SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/DF,DF,Centro-Oeste,LLM
170532,170532 - ALFANDEGA DA RFB NO PORTO DE PECEM,CE,Nordeste,LLM
170533,170533 - ALFANDEGA DA RFB EM SAO PAULO,SP,Sudeste,LLM
170551,170551 - DELEGACIA DA RFB EM BARUERI,SP,Sudeste,LLM
170600,170600 - COORD.GERAL DE CONTROLE DA DIVIDA PUBLICA,DF,Centro-Oeste,LLM
170700,170700 - COPEC-UNIDADE ORCAMENTARIA E FINANCEIRA,TO,Norte,LLM
170705,170705 - COORD.-GERAL DE GER. DE FUNDOS E OP FISCAIS,TO,Norte,LLM
170940,170940 - COORD-GERAL DE PLANEJ. E ORCAMENTO/DGI/SE/CGU,DF,Centro-Oeste,LLM
173030,173030 - COMISSAO DE VALORES MOBILIARIOS,DF,Centro-Oeste,LLM
173035,173035 - GERENCIA REGIONAL DE FISCALIZACAO EM S.P.,SP,Sudeste,LLM
173039,173039 - SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ,RJ,Sudeste,LLM
173057,173057 - BANCO CENTRAL DO BRASIL,DF,Centro-Oeste,LLM
173065,173065 - FUNDO CONTINGENTE DA EXTINTA RFFSA-FC,DF,Centro-Oeste,LLM
175004,175004 - CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,DF,Centro-Oeste,LLM
179103,179103 - FUNDO DE ESTABILIDADE DO SEGURO RURAL,DF,Centro-Oeste,LLM
180002,180002 - DEPARTAMENTO DE GESTÃO INTERNA,DF,Centro-Oeste,LLM
180004,180004 - CGRL/SPOA/SE/MIN. DO ESPORTE CONDOM.BLOCO A,DF,Centro-Oeste,LLM
180006,180006 - CEF/MINISTERIO DO ESPORTE,DF,Centro-Oeste,LLM
183023,183023 - INSTITUTO NAC.DE METROLOG. QUALID. E TECNOLOG,DF,Centro-Oeste,LLM
183025,183025 - SUPERINTENDENCIA DO INMETRO NO ESTADO DE GOIA,GO,Centro-Oeste,LLM
183035,183035 - SUPERINTENDENCIA DO INMETRO NO ESTADO DO PR,PR,Sul,LLM
183038,183038 - INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,DF,Centro-Oeste,LLM
183039,183039 - SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS,RS,Sul,LLM
183042,183042 - ESC DE DIFUSÃO REGIONAL SUL I,PR,SUL,LLM
183043,183043 - ESCRITÓRIO DE DIFUSÃO REGIONAL CENTRO-OESTE,DF,Centro-Oeste,LLM
183044,183044 - ESCRITÓRIO DE DIFUSÃO REGIONAL NORDESTE,PE,Nordeste,LLM
183045,183045 - ESCRITÓRIO DE DIFUSÃO REGIONAL SUDESTE I,SP,Sudeste,LLM
185001,185001 - INSTITUTO BRASILEIRO DE TURISMO,DF,Centro-Oeste,LLM
187002,187002 - FUNDO GERAL DE TURISMO-FUNGETUR,DF,Centro-Oeste,LLM
190004,190004 - FUNAI-COORDENAÇÃO REGIONAL DE JI-PARANA/RO,RO,Norte,LLM
193001,193001 - DNOCS CEST/PI-TERESINA-PI,PI,Nordeste,LLM
193002,193002 - DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS,DF,Centro-Oeste,LLM
193003,193003 - DNOCS CEST/CE - FORTALEZA-CE,CE,Nordeste,LLM
193004,193004 - DNOCS - CEST/RN - NATAL-RN,RN,Nordeste,LLM
193005,193005 - DNOCS - CEST/PB - JOAO PESSOA - PB,PB,Nordeste,LLM
193007,193007 - DNOCS - CEST/AL-PALMEIRA DOS INDIOS,AL,Nordeste,LLM
193008,193008 - DNOCS - CEST/SE ARACAJU - SE,SE,Nordeste,LLM
193009,193009 - DNOCS - CEST/BA - SALVADOR - BA,BA,Nordeste,LLM
193010,193010 - DNOCS - CEST/MG - MONTES CLAROS-MG,MG,Sudeste,LLM
193028,193028 - SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS/AM,AM,Norte,LLM
193034,193034 - IBAMA - INST.BRASILEIRO MEIO AMBIENTE/MATRIZ,DF,Centro-Oeste,LLM
193054,193054 - SUFRAMA/CAIXA ECONOMICA FEDERAL - CEF,AM,Norte,LLM
193099,193099 - IBAMA - COORDENACAO-GERAL DE FINANCAS - CGFIN,DF,Centro-Oeste,LLM
193100,193100 - IBAMA - SUPERINTENDENCIA DO AMAZONAS/AM,AM,Norte,LLM
193101,193101 - IBAMA - SUPERINTENDENCIA DE ALAGOAS/AL,AL,Nordeste,LLM
193102,193102 - IBAMA - SUPERINTENDENCIA DO AMAPA/AP,AP,Norte,LLM
193103,193103 - IBAMA - SUPERINTENDENCIA DA BAHIA/BA,BA,Nordeste,LLM
193104,193104 - IBAMA - SUPERINTENDENCIA DO CEARA/CE,CE,Nordeste,LLM
193105,193105 - IBAMA - SUPERINTENDENCIA DO ACRE/AC,AC,Norte,LLM
193106,193106 - IBAMA - SUPERINTENDENCIA DISTRITO FEDERAL/DF,DF,Centro-Oeste,LLM
193107,193107 - IBAMA - SUPERINTENDENCIA DO ESPIRITO SANTO/ES,ES,Sudeste,LLM
193108,193108 - IBAMA - SUPERINTENDENCIA DE GOIAS/GO,GO,Centro-Oeste,LLM
193110,193110 - IBAMA - SUPERINTENDENCIA DO MARANHAO/MA,MA,Norte,LLM
193111,193111 - IBAMA - SUPERINTENDENCIA DE MINAS GERAIS/MG,MG,Sudeste,LLM
193112,193112 - IBAMA - SUPERINTENDENCIA MATO GROSSO SUL/MS,MS,Centro-Oeste,LLM
193113,193113 - IBAMA - SUPERINTENDENCIA DO MATO GROSSO/MT,MT,Centro-Oeste,LLM
193114,193114 - IBAMA - SUPERINTENDENCIA DO PARA/PA,PA,Norte,LLM
193115,193115 - IBAMA - SUPERINTENDENCIA DA PARAIBA/PB,PB,Nordeste,LLM
193116,193116 - IBAMA - SUPERINTENDENCIA DE PERNAMBUCO/PE,PE,Nordeste,LLM
193117,193117 - IBAMA - SUPERINTENDENCIA DO PIAUI/PI,PI,Nordeste,LLM
193118,193118 - IBAMA - SUPERINTENDENCIA DO PARANA/PR,PR,Sul,LLM
193119,193119 - IBAMA - SUPERINTENDENCIA DO RIO DE JANEIRO/RJ,RJ,Sudeste,LLM
193120,193120 - IBAMA - SUPERINTENDENCIA RIO GRANDE NORTE/RN,RN,Nordeste,LLM
193121,193121 - IBAMA - SUPERINTENDENCIA DE RONDONIA/RO,RO,Norte,LLM
193122,193122 - IBAMA - SUPERINTENDENCIA DE RORAIMA/RR,RR,Norte,LLM
193124,193124 - IBAMA - SUPERINTENDENCIA DO RIO GRANDE SUL/RS,RS,Sul,LLM
193125,193125 - IBAMA - SUPERINTENDENCIA DE SANTA CATARINA/SC,SC,Sul,LLM
193126,193126 - IBAMA - SUPERINTENDENCIA DE SERGIPE/SE,SE,Nordeste,LLM
193129,193129 - IBAMA - SUPERINTENDENCIA DE SAO PAULO/SP,SP,Sudeste,LLM
193183,193183 - IBAMA - SUPERINTENDENCIA DO TOCANTINS/TO,TO,Norte,LLM
193356,193356 - IBAMA - GERENCIA EXECUTIVA - SANTAREM/PA,PA,Norte,LLM
194003,194003 - COORDENAÇÃO REGIONAL DE CACOAL/RO,RO,Norte,LLM
194004,194004 - COORDENAÇÃO REG. DE GUAJARA MIRIM/RO,RO,Norte,LLM
194005,194005 - COORDENAÇÃO REGIONAL ALTO PURUS,AC,Norte,LLM
194006,194006 - COORDENAÇÃO REGIONAL DE MANAUS/AM,AM,Norte,LLM
194007,194007 - COORDENAÇÃO REG. DO VALE DO JAVARI/AM,AM,Norte,LLM
194008,194008 - COORDENAÇÃO REGIONAL DO RIO NEGRO/AM,AM,Norte,LLM
194009,194009 - COORDENAÇÃO REGIONAL RORAIMA/RR,RR,Norte,LLM
194010,194010 - COORD. REG. CENTRO-LESTE DO PARA/PA,PA,Norte,LLM
194011,194011 - COORDENAÇÃO REGIONAL BAIXO TOCANTINS/PA,PA,Norte,LLM
194012,194012 - COORDENAÇÃO REGIONAL TAPAJÓS/PA,PA,Norte,LLM
194018,194018 - COORDENAÇÃO REG.BAIXO SÃO FRANCISCO/BA,BA,Nordeste,LLM
194019,194019 - COORD.REG.DE MINAS GERAIS E ESPIRITO SANTO/MG,MG,Sudeste,LLM
194020,194020 - FUNAI-COORDENAÇÃO REGIONAL DE CAMPO GRANDE/MS,MS,Centro-Oeste,LLM
194022,194022 - MUSEU DO INDIO - RIO DE JANEIRO,RJ,Sudeste,LLM
194027,194027 - COORDENAÇÃO REGIONAL PASSO FUNDO/RS,RS,Sul,LLM
194028,194028 - COORDENAÇÃO REGIONAL DE CUIABA/MT,MT,Centro-Oeste,LLM
194029,194029 - COORDENAÇÃO REGIONAL XAVANTE/MT,MT,Centro-Oeste,LLM
194031,194031 - COORDENAÇÃO REGIONAL XINGU/MT,MT,Centro-Oeste,LLM
194033,194033 - COORDENAÇÃO REGIONAL ARAGUAIA TOCANTINS/TO,TO,Norte,LLM
194035,194035 - FUNAI-SEDE BRASILIA/DF,DF,Centro-Oeste,LLM
194036,194036 - COORDENAÇÃO REG. NORTE DO MATO GROSSO/MT,MT,Centro-Oeste,LLM
194041,194041 - COORDENAÇÃO REGIONAL NORDESTE 2/CE,CE,Nordeste,LLM
194042,194042 - COORD. REG. RIBEIRÃO CASCALHEIRA/MT,MT,Centro-Oeste,LLM
194044,194044 - COORDENAÇÃO REG. KAYAPO SUL DO PARA/PA,PA,Norte,LLM
194045,194045 - FUNAI-COORDENAÇÃO REGIONAL DO MADEIRA/AM,AM,Norte,LLM
194046,194046 - COORDENAÇÃO REG. LITORAL SUDESTE/SP,SP,Sudeste,LLM
194047,194047 - FUNAI-COORDENAÇÃO REGIONAL DO LITORAL SUL/SC,SC,Sul,LLM
194048,194048 - COORDENAÇÃO REGIONAL MEDIO PURUS/AM,AM,Norte,LLM
194061,194061 - COORDENAÇÃO REGIONAL INTERIOR SUL/SC,SC,Sul,LLM
194063,194063 - COORDENAÇÃO REG. DO ALTO SOLIMÕES/AM,AM,Norte,LLM
194064,194064 - COORDENAÇÃO REGIONAL DOURADOS/MS,MS,Centro-Oeste,LLM
194067,194067 - COORDENAÇÃO REG. NOROESTE DO MATO GROSSO/MT,MT,Centro-Oeste,LLM
194068,194068 - COORDENAÇÃO REGIONAL SUL DA BAHIA/BA,BA,Nordeste,LLM
194074,194074 - COORDENAÇÃO REGIONAL MARANHAO/MA,MA,Norte,LLM
194075,194075 - COORDENAÇÃO REG.AMAPA E NORTE DO PARA/AP,AP,Norte,LLM
194077,194077 - COORDENAÇÃO REGIONAL NORDESTE 1/AL,AL,Nordeste,LLM
194085,194085 - COORDENAÇÃO REGIONAL DE PONTA PORÃ/MS,MS,Centro-Oeste,LLM
194088,194088 - FUNDACAO NACIONAL DO INDIO - U.O.,DF,Centro-Oeste,LLM
194151,194151 - FUNAI-DIRETORIA DE PROTEÇÃO TERRITORIAL,DF,Centro-Oeste,LLM
194152,194152 - FUNAI-DIRETORIA DE PROM. AO DESENV. SUSTENT.,DF,Centro-Oeste,LLM
195001,195001 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,Norte/Nordeste,LLM
195002,195002 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,Norte/Nordeste,LLM
195003,195003 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,Nordeste,LLM
195004,195004 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,Nordeste,LLM
195005,195005 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,Nordeste,LLM
195006,195006 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,Norte/Nordeste,LLM
195007,195007 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,Norte/Nordeste,LLM
195011,195011 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,Norte/Nordeste,LLM
195012,195012 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,Nordeste,LLM
195015,195015 - CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,PI,Nordeste,LLM
200001,200001 - GABINETE DO MINISTRO - MJ,DF,Centro-Oeste,LLM
200005,200005 - COORDENACAO-GERAL DE LOGISTICA-CGL,DF,Centro-Oeste,LLM
200006,200006 - COORDENACAO GERAL DE RECURSOS HUMANOS,DF,Centro-Oeste,LLM
200008,200008 - MINISTERIO PUBLICO MILITAR - DF,DF,Centro-Oeste,LLM
200009,200009 - MINISTERIO PUBLICO DO DF E TERRITORIOS,DF,Centro-Oeste,LLM
200010,200010 - MINISTERIO PUBLICO DO TRABALHO - DF,DF,Centro-Oeste,LLM
200012,200012 - DEPARTAMENTO NACIONAL DE TRANSITO,DF,Centro-Oeste,LLM
200016,200016 - SECRETARIA DE DIREITOS HUMANOS/PR,PR,Sul,LLM
200021,200021 - SECRETARIA DE POLITICAS PARA AS MULHERES,DF,Centro-Oeste,LLM
200022,200022 - PROCURADORIA DA REPUBLICA - SE,SE,Nordeste,LLM
200023,200023 - PROCURADORIA DA REPUBLICA - DF,DF,Centro-Oeste,LLM
200024,200024 - PROCURADORIA REG.DO TRABALHO 10A. REGIAO - DF,DF,Centro-Oeste,LLM
200031,200031 - PROCURADORIA DA REPUBLICA - BA,BA,Nordeste,LLM
200032,200032 - PROCURADORIA REG.DO TRABALHO 5A. REGIAO - BA,BA,Nordeste,LLM
200035,200035 - PROCURADORIA DA REPUBLICA - MG,MG,Sudeste,LLM
200036,200036 - PROCURADORIA REG.DO TRABALHO 3A. REGIAO - MG,MG,Sudeste,LLM
200038,200038 - PROCURADORIA DA REPUBLICA - ES,ES,Sudeste,LLM
200040,200040 - PROCURADORIA DA REPUBLICA - MS,MS,Centro-Oeste,LLM
200043,200043 - PROCURADORIA DA REPUBLICA - RJ,RJ,Sudeste,LLM
200044,200044 - PROCURADORIA REG.DO TRABALHO 1A. REGIAO - RJ,RJ,Sudeste,LLM
200045,200045 - PROCURADORIA REGIONAL DA REPUBLICA-2A.REGIAO,SP,Sudeste,LLM
200046,200046 - PROCURADORIA DA REPUBLICA - RO,RO,Norte,LLM
200049,200049 - PROCURADORIA DA REPUBLICA - SP,SP,Sudeste,LLM
200050,200050 - PROCURADORIA REG.DO TRABALHO 2A. REGIAO - SP,SP,Sudeste,LLM
200053,200053 - PROCURADORIA DA REPUBLICA - PR,PR,Sul,LLM
200054,200054 - PROCURADORIA REG.DO TRABALHO 9A. REGIAO- PR,PR,Sul,LLM
200058,200058 - PROCURADORIA DA REPUBLICA - SC,SC,Sul,LLM
200059,200059 - PROCURADORIA REG.DO TRABALHO 12A. REGIAO- SC,SC,Sul,LLM
200061,200061 - PROCURADORIA DA REPUBLICA - RS,RS,Sul,LLM
200062,200062 - PROCURADORIA REG.DO TRABALHO 4A. REGIAO - RS,RS,Sul,LLM
200064,200064 - PROCURADORIA DA REPUBLICA - MT,MT,Centro-Oeste,LLM
200066,200066 - PROCURADORIA DA REPUBLICA - GO,GO,Centro-Oeste,LLM
200069,200069 - PROCURADORIA DA REPUBLICA - AC,AC,Norte,LLM
200071,200071 - PROCURADORIA DA REPUBLICA - AM,AM,Norte,LLM
