UG_COD,UG_DESC,UF,REGIÃO,REGIAO,FONTE_REGIONALIZACAO
160077,COLEGIO MILITAR DE CURITIBA,PR,,Sul,LLM
160078,COLEGIO MILITAR DE CAMPO GRANDE,MS,,Centro-Oeste,LLM
160079,COLEGIO MILITAR DE SANTA MARIA,RS,,Sul,LLM
160081,23 ESQUADRAO DE CAVALARIA DE SELVA,AM,,Norte,LLM
160082,PREFEITURA MILITAR DE BRASILIA,DF,,Centro-Oeste,LLM
160083,ESTABELCIMENTO GEN GUSTAVO CORDEIRO FARIAS,PE,,Nordeste,LLM
160084,COLEGIO MILITAR DE RECIFE,PE,,Nordeste,LLM
160085,ESTADO-MAIOR DO EXERCITO,DF,,Centro-Oeste,LLM
160086,GABINETE DO COMANDANTE DO EXERCITO,DF,,Centro-Oeste,LLM
160089,SECRETARIA DE ECONOMIA E FINANCAS,DF,,Centro-Oeste,LLM
160090,SECRETARIA-GERAL DO EXERCITO,DF,,Centro-Oeste,LLM
160091,CENTRO INTEGRADO DE TELEMATICA DO EXERCITO,DF,,Centro-Oeste,LLM
160093,38  BATALHAO DE INFANTARIA,DF,,Centro-Oeste,LLM
160095,58 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
160098,BASE ADMINISTRATIVA DA BDA DE OP ESPECIAIS,DF,,Centro-Oeste,LLM
160099,7 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160100,COMANDO DA 3A BDA DE INFANTARIA   MOTORIZADA,SP,,Sudeste,LLM
160101,23 COMPANHIA DE ENGENHARIA DE COMBATE,RS,,Sul,LLM
160102,41 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
160103,50 BATALHAO DE INFANTARIA DE SELVA,PA,,Norte,LLM
160104,27 CIRCUNSCRICAO DE SERVICO MILITAR,BA,,Nordeste,LLM
160105,24 BATALHAO DE INFANTARIA LEVE,AM,,Norte,LLM
160106,11 BATALAHO DE ENGENHARIA DE CONSTRUCAO,DF,,Centro-Oeste,LLM
160107,11 CIRCUNSCRICAO DE SERVICO MILITAR,DF,,Centro-Oeste,LLM
160108,12 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
160109,4 COMPANHIA DE COMUNICACOES,SP,,Sudeste,LLM
160110,COLEGIO MILITAR DE JUIZ DE FORA,MG,,Sudeste,LLM
160111,COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA,RS,,Sul,LLM
160113,4 BATALHAO DE ENGENHARIA DE COMBATE,MT,,Centro-Oeste,LLM
160114,10 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
160115,12 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160116,17 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160117,4 GRUPO DE ARTILHARIA DE CAMPANHA,DF,,Centro-Oeste,LLM
160118,COMANDO DA 4ª REGIÃO MILITAR,RS,,Sul,LLM
160120,4. DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
160121,HOSPITAL GERAL DE JUIZ DE FORA,MG,,Sudeste,LLM
160122,55 BATALHAO DE INFANTARIA,AM,,Norte,LLM
160123,14 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
160125,4 ESQUADRAO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
160126,11.BATALHAO DE INFANTARIA DE MONTANHA,RS,,Sul,LLM
160127,4 GRUPO DE ARTILHARIA ANTIAEREA,DF,,Centro-Oeste,LLM
160128,13 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160129,ESCOLA DE SARGENTOS DAS ARMAS,DF,,Centro-Oeste,LLM
160130,36 BATALHAO DE INFANTARIA MOTORIZADO,SP,,Sudeste,LLM
160131,17 REGIMENTO DE CAVALARIA MECANIZADO,MT,,Centro-Oeste,LLM
160132,9 BATALHAO DE ENGENHARIA DE COMBATE,AM,,Norte,LLM
160133,10 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
160134,CENTRO DE INSTRUÇAO DE OPERAÇOES ESPECIAIS,RJ,,Sudeste,LLM
160136,18 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,PB,,Nordeste,LLM
160140,COMANDO DA 9A.REGIAO MILITAR,PR,,Sul,LLM
160141,COMISSAO DE OBRAS DO 3º GRUPTO DE ENGENHARIA,MG,,Sudeste,LLM
160142,9.BATALHAO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
160143,HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,MS,,Centro-Oeste,LLM
160144,3A.COMPANHIA DE FRONTEIRA E FORTE COIMBRA,AM,,Norte,LLM
160145,17 BATALHAO DE FRONTEIRA,RS,,SUL,LLM
160146,COMANDO DA 18 BRIGADA DE INF FRONTEIRA,RS,,Sul,LLM
160147,47 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
160148,BASE DE ADMINISTRAÇÃO E APOIO DO CMP,DF,,Centro-Oeste,LLM
160149,COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA,RS,,Sul,LLM
160150,4 COMPANHIA DE ENGENHARIA COMBATE MECANIZADA,MT,,Centro-Oeste,LLM
160151,9 GRUPO DE ARTILHARIA DE CAMPANHA,DF,,Centro-Oeste,LLM
160152,11 REGIMENTO DE CAVALARIA MECANIZADO,DF,,Centro-Oeste,LLM
160153,2 COMPANHIA DE FRONTEIRA,AM,,Norte,LLM
160155,2  BATALHAO DE FRONTEIRA,AM,,Norte,LLM
160156,44 BATALHAO DE INFANTARIA MOTORIZADO,PA,,Norte,LLM
160157,9 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AM,,Norte,LLM
160158,COMANDO 13  BDA DE INFANTARIA MOTORIZADA,RS,,Sul,LLM
160159,18 GRUPO DE ARTILHARIA DE CAMPANHA,DF,,Centro-Oeste,LLM
160160,51 BATALHAO DE INFANTARIA DE SELVA,PA,,Norte,LLM
160161,2 BATALHAO DE INFANTARIA DE SELVA,AM,,Norte,LLM
160162,28 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160163,COMANDO DA 8 REGIAO MILITAR/8 DE,PR,,Sul,LLM
160165,8. DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
160166,HOSPITAL GERAL DE BELEM,PA,,Norte,LLM
160167,53 BATALHAO DE INFANTARIA DE SELVA,PA,,Norte,LLM
160168,HOSPITAL DA GUARNICAO DE MARABA,PA,,Norte,LLM
160169,52 BATALHAO DE INFANTARIA DE SELVA,AM,,Norte,LLM
160170,COMANDO 23 BRIGADA DE INFANTARIA DE SELVA,AM,,Norte,LLM
160171,8 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AM,,Norte,LLM
160172,16 REGIMENTO DE CAVALARIA MECANIZADO,MT,,Centro-Oeste,LLM
160173,31 BATALHAO DE INFANTARIA MOTORIZADO,MG,,Sudeste,LLM
160174,15 BATALHAO DE INFANTARIA MOTORIZADO,PA,,Norte,LLM
160175,23 CIRCUNSCRICAO DE SERVICO MILITAR,RS,,Sul,LLM
160176,COMANDO 1 GRUPAMENTO DE ENGENHARIA,RJ,,Sudeste,LLM
160177,71 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
160178,14 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
160179,3 DIVISAO DE LEVANTAMENTO,MG,,Sudeste,LLM
160180,4 BATALHAO DE POLICIA DO EXERCITO,SP,,Sudeste,LLM
160181,7 GRUPO DE ARTILHARIA DE CAMPANHA,MG,,Sudeste,LLM
160182,7ª COMPANHIA DE COMUNICAÇÓES,SP,,Sudeste,LLM
160183,72 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
160184,10 ESQUADRAO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
160185,14 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160187,21 CIRCUNSCRICAO DE SERVICO MILITAR,BA,,Nordeste,LLM
160188,4 BATALHAO DE COMUNICACOES,DF,,Centro-Oeste,LLM
160189,7  INSPETORIA DE CONTABILIDADE E FINANCAS,DF,,Centro-Oeste,LLM
160193,COMANDO 10 BRIGADA DE INFANTARIA MOTORIZADA,RS,,Sul,LLM
160194,COMANDO 7 REGIAO MILITAR/7 DIV DE EXERCITO,MG,,Sudeste,LLM
160195,COMANDO DO COMANDO MILITAR DO NORDESTE,PE,,Nordeste,LLM
160198,7.DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
160199,HOSPITAL MILITAR DE AREA DE RECIFE,PE,,Nordeste,LLM
160200,PARQUE REGIONAL DE MANUTENCAO/7,SP,,Sudeste,LLM
160201,COMISSAO REGIONAL DE OBRAS/7,PA,,Norte,LLM
160202,3 BATALHAO DE ENGENHARIA DE CONSTRUCAO,SP,,Sudeste,LLM
160203,2 BATALHAO DE ENGENHARIA DE CONSTRUCAO,SP,,Sudeste,LLM
160204,25 BATALHAO DE CACADORES,RS,,SUL,LLM
160205,26 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160206,30 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
160207,3º REGIMENTO DE CARROS DE COMBATE,RS,,Sul,LLM
160208,33 BATALHAO DE INFANTARIA MOTORIZADO,RJ,,Sudeste,LLM
160209,COMANDO 15 BRIGADA DE INFANTARIA MOTORIZADA,ES,,Sudeste,LLM
160211,20 BATALHAO DE INFANTARIA BLINDADO,RS,,Sul,LLM
160212,27 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160213,5 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160214,5 COMPANHIA DE COMUNICACOES BLINDADA,SP,,Sudeste,LLM
160216,5 ESQUADRAO DE CAVALARIA MECANIZADA,RS,,Sul,LLM
160217,5 GRUPO DE ARTILHARIA DE CAMPANHA/AP,AP,,Norte,LLM
160219,COMANDO 5 REGIAO MILITAR/5 DIVISAO  EXERCITO,SP,,Sudeste,LLM
160220,COMISSAO REGIONAL DE OBRAS/5,SP,,Sudeste,LLM
160222,5. BATALHAO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
160223,HOSPITAL GERAL DE CURITIBA,PR,,Sul,LLM
160224,PARQUE REGIONAL DE MANUTENCAO/5,SP,,Sudeste,LLM
160226,34 BATALHAO DE INFANTARIA MOTORIZADO,SP,,Sudeste,LLM
160227,15ª COMPANHIA DE INFANTARIA MOTORIZADA,PA,,Norte,LLM
160228,26 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
160229,15 GRUPO DE ART DE CAMPANHA AUTOPROPULSADO,DF,,Centro-Oeste,LLM
160230,15 COMPANHIA DE ENGENHARIA DE COMBATE,SP,,Sudeste,LLM
160232,13 BATALHAO DE INFANTARIA BLINDADO,RS,,Sul,LLM
160233,COMANDO 5º BRIGADA DE CAVALARIA BLINDADA,RS,,Sul,LLM
160234,5 REGIMENTO DE CARROS DE COMBATE,MG,,Sudeste,LLM
160236,56 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
160237,CENTRO DE AVALIAÇÃO DO EXERCITO,DF,,Centro-Oeste,LLM
160238,BASE DE APOIO LOGÍSTICO DO EXÉRCITO,DF,,Centro-Oeste,LLM
160239,CENTRO DE RECUPERACAO DE ITATIAIA,RJ,,Sudeste,LLM
160240,9A. BATERIA DE ARTILHARIA ANTIAEREA,DF,,Centro-Oeste,LLM
160241,ODONTOCLINICA CENTRAL DO EXÉRCITO,DF,,Centro-Oeste,LLM
160244,COMANDO DE ARTILHARIA DIVISIONARIA DA 1 DE,RJ,,Sudeste,LLM
160245,POLICLINICA MILITAR DE NITEROI,RJ,,Sudeste,LLM
160246,DEPOSITO CENTRAL DE MUNICAO,DF,,Centro-Oeste,LLM
160247,32 BATALHAO DE INFANTARIA MOTORIZADO,MG,,Sudeste,LLM
160249,ACADEMIA MILITAR DAS AGULHAS NEGRAS,RJ,,Sudeste,LLM
160250,1 BATALHAO DE COMUNICACOES,DF,,Centro-Oeste,LLM
160251,BATALHAO ESCOLA DE COMUNICACOES,DF,,Centro-Oeste,LLM
160252,BATALHAO ESCOLA DE ENGENHARIA,RJ,,Sudeste,LLM
160253,1 BATALHAO DE GUARDA,DF,,Centro-Oeste,LLM
160254,1 BATALHAO DE INFANTARIA MOTORIZADO (ES),ES,,Sudeste,LLM
160255,1 BATALHAO DE POLICIA DO EXERCITO,CE,,Nordeste,LLM
160259,1 GRUPO DE ARTILHARIA ANTIAEREA,DF,,Centro-Oeste,LLM
160260,1 GRUPO DE ARTILHARIA DE CAMPANHA DE SELVA,AM,,Norte,LLM
160261,1 INSPETORIA DE CONTABILIDADE E FINANCAS,DF,,Centro-Oeste,LLM
160262,1 REGIMENTO DE CARROS DE COMBATE,DF,,Centro-Oeste,LLM
160263,11 GRUPO DE ARTILHARIA DE CAMPANHA,DF,,Centro-Oeste,LLM
160264,111 COMPANHIA DE APOIO DE MATERIAL BELICO,DF,,Centro-Oeste,LLM
160265,15º REGIMENTO DE CAVALARIA MECANIZADO(ESCOLA),RS,,Sul,LLM
160267,2 BATALHAO DE INFANTARIA MOTORIZADO (ES),ES,,Sudeste,LLM
160268,2 CIRCUNSCRICAO DE SERVICO MILITAR,DF,,Centro-Oeste,LLM
160270,2º REGIMENTO DE CAVALARIA DE GUARDAS,DF,,Centro-Oeste,LLM
160272,21 GRUPO DE ARTILHARIA CAMPANHA,MG,,Sudeste,LLM
160274,25 BATALHAO LOGISTICO (ES),ES,,Sudeste,LLM
160277,31 GRUPO DE ARTILHARIA DE CAMPANHA (ES),ES,,Sudeste,LLM
160278,5 DIVISAO DE LEVANTAMENTO,MG,,Sudeste,LLM
160279,57 BATALHAO DE INFANTARIA MOTORIZADO (ES),ES,,Sudeste,LLM
160283,PREFEITURA MILITAR DA ZONA SUL,RJ,,Sudeste,LLM
160285,ARSENAL DE GUERRA DO RIO,RJ,,Sudeste,LLM
160286,BATALHAO DE MANUTENCAO DE ARMAMENTO,DF,,Centro-Oeste,LLM
160287,BIBLIOTECA DO EXERCITO,DF,,Centro-Oeste,LLM
160288,CAMPO DE INSTRUCAO DE GERICINO,RJ,,Sudeste,LLM
160289,CENTRO DE EST.DE PES.E FORTE DUQUE DE CAXIAS,RJ,,Sudeste,LLM
160291,CENTRO TECNOLOGICO DO EXERCITO,DF,,Centro-Oeste,LLM
160293,CMDO DA 1 BRIGADA DE ARTILHARIA ANTIAEREA,MG,,Sudeste,LLM
160295,CMDO GRUPAMENTO UNID.ESCOLA/9ª BDA INF MTZ,SP,,Sudeste,LLM
160297,COMANDO DA 1   DIVISAO DE  EXERCITO,SP,,Sudeste,LLM
160298,COMANDO DA 1 REGIAO MILITAR,SP,,Sudeste,LLM
160299,COMANDO DO COMANDO MILITAR DO LESTE,SP,,Sudeste,LLM
160301,COMISSAO REGIONAL DE OBRAS/1,DF,,Centro-Oeste,LLM
160303,BASE DE ADMINISTRAÇÃO E APOIO DA 1 RM,DF,,Centro-Oeste,LLM
160304,DEPOSITO CENTRAL DE ARMAMENTO,DF,,Centro-Oeste,LLM
160307,1.DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
160311,ESCOLA DE APERFEICOAMENTO DE OFICIAIS,DF,,Centro-Oeste,LLM
160312,ESCOLA DE ARTILHARIA DE COSTA E ANTIAEREA,RJ,,Sudeste,LLM
160313,ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO,DF,,Centro-Oeste,LLM
160315,CENTRO DE CAP.FISIC.DO EXERCIT. FORT.SÃO JOAO,RJ,,Sudeste,LLM
160317,ESCOLA DE INSTRUCAO ESPECIALIZADA,DF,,Centro-Oeste,LLM
160318,ESCOLA DE SARGENTOS DE LOGISTICA,DF,,Centro-Oeste,LLM
160319,ESCOLA DE SAUDE DO EXERCITO,DF,,Centro-Oeste,LLM
160321,ESTABELECIMENTO CENTRAL DE TRANSPORTE,DF,,Centro-Oeste,LLM
160322,HOSPITAL CENTRAL DO EXERCITO,DF,,Centro-Oeste,LLM
160324,INSTITUTO DE BIOLOGIA DO EXERCITO,DF,,Centro-Oeste,LLM
160327,INSTITUTO MILITAR DE ENGENHARIA,RJ,,Sudeste,LLM
160328,LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,DF,,Centro-Oeste,LLM
160329,PARQUE REGIONAL DE MANUTENÇAO 1A REG. MILITAR,SP,,Sudeste,LLM
160332,POLICLINICA MILITAR DA PRAIA VERMELHA,RJ,,Sudeste,LLM
160336,DIRETORIA DE FABRICAÇÃO,DF,,Centro-Oeste,LLM
160338,1 ESQUADRAO DE CAVALARIA LEVE,DF,,Centro-Oeste,LLM
160339,1 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AM,,Norte,LLM
160340,16 BATALHAO DE INFANTARIA MOTORIZADO,PA,,Norte,LLM
160341,17 GRUPO DE ARTILHARIA DE CAMPANHA,DF,,Centro-Oeste,LLM
160342,24 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160343,7 BATALHAO DE ENGENHARIA DE COMBATE,RS,,Sul,LLM
160344,COMANDO 7 BRIGADA DE INFANTARIA MOTORIZADA,RS,,Sul,LLM
160345,HOSPITAL DE GUARNICAO DE NATAL,RN,,Nordeste,LLM
160347,31 CIRCUNSCRICAO DE SERVICO MILITAR,MG,,Sudeste,LLM
160348,5 BATALHAO DE ENGENHARIA DE CONSTRUCAO,MG,,Sudeste,LLM
160349,COMANDO DA 17 BRIGADA DE INFANTARIA DE SELVA,PA,,Norte,LLM
160350,17A BASE LOGISTICA,DF,,Centro-Oeste,LLM
160351,HOSPITAL DE GUARNICAO DE PORTO VELHO,RO,,Norte,LLM
160353,6 BATALHAO DE ENGENHARIA DE CONSTRUCAO,PA,,Norte,LLM
160354,10 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160355,10 CIRCUNSCRICAO DE SERVICO MILITAR,DF,,Centro-Oeste,LLM
160356,12º BATALHAO DE ENG. DE COMBATE BLINDADO,MT,,Centro-Oeste,LLM
160357,12 COMPANHIA DE COMUNICACOES MECANIZADA,SP,,Sudeste,LLM
160358,6 REGIMENTO DE CAVALARIA BLINDADO,RS,,Sul,LLM
160359,HOSPITAL DA GUARNICAO DE ALEGRETE,RS,,Sul,LLM
160360,6 BATALHAO DE COMUNICACAO,DF,,Centro-Oeste,LLM
160361,25 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
160362,3 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160363,3 REGIMENTO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
160364,COMANDO 3 BRIGADA DE CAVALARIA MECANIZADA,RS,,Sul,LLM
160365,HOSPITAL DE GUARNICAO DE BAGE,RS,,Sul,LLM
160366,13 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
160367,3 BATALHAO DE ENGENHARIA DE COMBATE,RS,,Sul,LLM
160368,3 BATALHAO DE SUPRIMENTO,SP,,Sudeste,LLM
160369,3 GRUPO DE ARTILHARIA ANTIAEREA,DF,,Centro-Oeste,LLM
160371,29 GRUPO DE ARTILHARIA DE CAMPANHA AP,AP,,Norte,LLM
160372,COMANDO DE ARTILHARIA DIVISIONARIA/3 RM,SP,,Sudeste,LLM
160374,ARSENAL DE GUERRA GENERAL CAMARA,RJ,,Sudeste,LLM
160375,27 GRUPO DE ARTILHARIA DE CAMPANHA,RS,,Sul,LLM
160376,1 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
160377,8 ESQUADRAO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
160378,16. ESQUADRAO DE CAVALARIA MECANIZADA,MS,,Centro-Oeste,LLM
160379,9 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
160380,COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA,RS,,Sul,LLM
160382,1 DIVISAO DE LEVANTAMENTO,DF,,Centro-Oeste,LLM
160383,12 REGIMENTO DE CAVALARIA MECANIZADO,SP,,Sudeste,LLM
160384,18 BATALHAO DE INFANTARIA MOTORIZADO,SP,,Sudeste,LLM
160385,3 BATALHAO DE COMUNICACOES,DF,,Centro-Oeste,LLM
160386,3 BATALHAO DE POLICIA DO EXERCITO,SP,,Sudeste,LLM
160387,3 INSPETORIA DE CONTABILIDADE E FINANCAS,DF,,Centro-Oeste,LLM
160388,3 REGIMENTO DE CAVALARIA DE GUARDA,DF,,Centro-Oeste,LLM
160389,8 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160390,8 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160392,CMDO DA 3 REGIAO MILITAR,SP,,Sudeste,LLM
160393,COLEGIO MILITAR DE PORTO ALEGRE,RS,,Sul,LLM
160395,COMANDO DO COMANDO MILITAR DO SUL,RS,,Sul,LLM
160396,COMISSAO REGIONAL DE OBRAS/3,DF,,Centro-Oeste,LLM
160399,HOSPITAL MILITAR DE AREA DE PORTO ALEGRE,RS,,Sul,LLM
160400,POLICLINICA MILITAR DE PORTO ALEGRE,RS,,Sul,LLM
160401,5 REGIMENTO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
160402,6 BATALHAO DE ENGENHARIA DE COMBATE,AM,,Norte,LLM
160403,6 GRUPO DE ARTILHARIA DE CAMPANHA,MG,,Sudeste,LLM
160404,4 REGIMENTO DE CARRROS DE COMBATE,DF,,Centro-Oeste,LLM
160406,13 COMPANHIA DEPOSITO ARMAMENTO E MUNICAO,RJ,,Sudeste,LLM
160407,29 BATALHAO DE INFANTARIA BLINDADO,RS,,Sul,LLM
160409,3 GRUPO DE ARTILHARIA DE CAMPANHA/AP,AP,,Norte,LLM
160410,4 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160411,7 BATALHAO DE INFANTARIA BLINDADO,MT,,Centro-Oeste,LLM
160413,CMDO 3 DIVISAO DE EXERCITO,MG,,Sudeste,LLM
160414,COMANDO 6 BRIGADA DE INFANTARIA BLINDADA,RS,,Sul,LLM
160415,DEPOSITO DE SUBSISTENCIA SANTA MARIA,RS,,Sul,LLM
160416,HOSPITAL DE GUARNICAO DE SANTA MARIA,RS,,Sul,LLM
160417,PARQUE REGIONAL DE MANUTENCAO/3,SP,,Sudeste,LLM
160418,19 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
160420,19 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
160421,9 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160422,COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA,RS,,Sul,LLM
160423,HOSPITAL DE GUARNICAO DE SANTIAGO,RS,,Sul,LLM
160426,DEPOSITO DE SUBSISTENCIA SANTO ANGELO,RS,,Sul,LLM
160428,2 REGIMENTO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
160429,13 COMPANHIA DE COMUNICACOES MECANIZADA,SP,,Sudeste,LLM
160430,9 REGIMENTO DE CAVALARIA BLINDADO,RS,,Sul,LLM
160431,4 REGIMENTO DE CAVALARIA BLINDADO,MS,,Centro-Oeste,LLM
160432,16 GRUPO DE ARTILHARIA DE CAMPANHA AP,AP,,Norte,LLM
160433,19 BATALHAO DE INFANTARIA MOTORIZADO,AM,,Norte,LLM
160434,2 BATERIA DE ARTILHARIA ANTIAEREA,RJ,,Sudeste,LLM
160435,7 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
160436,22 GRUPO DE ARTILHARIA DE CAMP.AUTOPROPULSADO,RJ,,Sudeste,LLM
160437,8 REGIMENTO DE CAVALARIA MECANIZADO,MS,,Centro-Oeste,LLM
160438,COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA,RS,,Sul,LLM
160440,23 BATALHAO DE INFANTARIA,RS,,Sul,LLM
160441,28 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
160443,63 BATALHAO DE INFANTARIA,AM,,Norte,LLM
160444,COMANDO 14 BRIGADA INFANTARIA MOTORIZADA,RS,,Sul,LLM
160445,HOSPITAL DE GUARNICAO DE FLORIANOPOLIS,SC,,Sul,LLM
160446,62 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
160447,10 BATALHAO DE ENGENHARIA DE CONSTRUCAO,AM,,Norte,LLM
160448,5º BATALHAO DE ENGENHARIA DE COMBATE BLINDADO,RS,,Sul,LLM
160450,14 REGIMENTO DE CAVALARIA MECANIZADO,MT,,Centro-Oeste,LLM
160453,19 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160454,28 BATALHAO DE CACADORES,PR,,Sul,LLM
160455,20 GRUPO DE ARTILHARIA DE CAMPANHA LEVE,DF,,Centro-Oeste,LLM
160456,22 BATALHAO LOGISTICO LEVE,SP,,Sudeste,LLM
160457,BASE DE ADMINISTRACAO E APOIO DO IBIRAPUERA,SP,,Sudeste,LLM
160460,6 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160462,COMANDO DA 12 BRIG.DE INFANT.LEVE (AEROMOVEL),SP,,Sudeste,LLM
160466,COMANDO 11 BRIGADA INFANTARIA LEVE (GLO),AM,,Norte,LLM
160469,2º GRUPO DE ARTILHARIA DE CAMPANHA LEVE,MG,,Sudeste,LLM
160470,12 GRUPO DE ARTILHARIA DE CAMPANHA,SP,,Sudeste,LLM
160471,37º BATALHAO DE INFANTARIA LEVE,SP,,Sudeste,LLM
160472,5 BATALHAO DE INFANTARIA LEVE,SP,,Sudeste,LLM
160473,2 GRUPO DE ARTILHARIA ANTIAEREA,RJ,,Sudeste,LLM
160474,4  BATALHAO DE INFANTARIA LEVE,DF,,Centro-Oeste,LLM
160476,22.DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
160477,2 BATALHAO DE ENGENHARIA DE COMBATE,RS,,Sul,LLM
160478,13º REGIMENTO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
160479,6 GRUPO DE LANCADORES MULTIPLOS DE FOG/CIF,RJ,,Sudeste,LLM
160480,5 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160482,COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,AM,,Norte,LLM
160484,2 BATALHAO DE POLICIA DO EXERCITO,SP,,Sudeste,LLM
160485,4 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160486,3 CENTRO DE TELEMATICA DE AREA,DF,,Centro-Oeste,LLM
160488,COMANDO DA 2  REGIAO MILITAR,SP,,Sudeste,LLM
160491,COMISSAO REGIONAL DE OBRAS/2,DF,,Centro-Oeste,LLM
160494,21.DEPOSITO DE SUPRIMENTO,BA,,Nordeste,LLM
160497,2 INSPETORIA DE CONTABILIDADE E FINANCAS,DF,,Centro-Oeste,LLM
160498,2º BATALHAO DE INFANTARIA LEVE,SP,,Sudeste,LLM
160499,14 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160501,MUSEU HISTORICO DO EXERCITO FORTE COPACABANA,RJ,,Sudeste,LLM
160512,20 REGIMENTO DE CAVALARIA BLINDADO,MS,,Centro-Oeste,LLM
160513,PARQUE REGIONAL DE MANUTENCAO DA 9 RM,SP,,Sudeste,LLM
160514,COUDELARIA DE RINCAO,PR,,SUL,LLM
160515,COMANDO DA 2A BRIGADA DE INFANTARIA DE SELVA,AM,,Norte,LLM
160517,3 COMPANHIA DO 63 BATALHAO DE INFANTARIA,AM,,Norte,LLM
160518,BASE DE AVIACAO DE TAUBATE,SP,,Sudeste,LLM
160520,23 BATALHAO LOGISTICO DE SELVA,PA,,Norte,LLM
